type,path,year,month,exists,rows,h3_r7,h3_r8,h3_r9,res
l2,data/l2/year=2018/month=01/features-2018-01.parquet,2018,01,True,20227,True,True,True,
l2,data/l2/year=2018/month=02/features-2018-02.parquet,2018,02,True,17171,True,True,True,
l2,data/l2/year=2018/month=03/features-2018-03.parquet,2018,03,True,21043,True,True,True,
l2,data/l2/year=2018/month=04/features-2018-04.parquet,2018,04,True,20932,True,True,True,
l2,data/l2/year=2018/month=05/features-2018-05.parquet,2018,05,True,24466,True,True,True,
l2,data/l2/year=2018/month=06/features-2018-06.parquet,2018,06,True,23914,True,True,True,
l2,data/l2/year=2018/month=07/features-2018-07.parquet,2018,07,True,24859,True,True,True,
l2,data/l2/year=2018/month=08/features-2018-08.parquet,2018,08,True,24936,True,True,True,
l2,data/l2/year=2018/month=09/features-2018-09.parquet,2018,09,True,22579,True,True,True,
l2,data/l2/year=2018/month=10/features-2018-10.parquet,2018,10,True,22319,True,True,True,
l2,data/l2/year=2018/month=11/features-2018-11.parquet,2018,11,True,20084,True,True,True,
l2,data/l2/year=2018/month=12/features-2018-12.parquet,2018,12,True,21029,True,True,True,
l2,data/l2/year=2019/month=01/features-2019-01.parquet,2019,01,True,19552,True,True,True,
l2,data/l2/year=2019/month=02/features-2019-02.parquet,2019,02,True,18286,True,True,True,
l2,data/l2/year=2019/month=03/features-2019-03.parquet,2019,03,True,20324,True,True,True,
l2,data/l2/year=2019/month=04/features-2019-04.parquet,2019,04,True,20912,True,True,True,
l2,data/l2/year=2019/month=05/features-2019-05.parquet,2019,05,True,23538,True,True,True,
l2,data/l2/year=2019/month=06/features-2019-06.parquet,2019,06,True,23476,True,True,True,
l2,data/l2/year=2019/month=07/features-2019-07.parquet,2019,07,True,24702,True,True,True,
l2,data/l2/year=2019/month=08/features-2019-08.parquet,2019,08,True,24246,True,True,True,
l2,data/l2/year=2019/month=09/features-2019-09.parquet,2019,09,True,22284,True,True,True,
l2,data/l2/year=2019/month=10/features-2019-10.parquet,2019,10,True,21542,True,True,True,
l2,data/l2/year=2019/month=11/features-2019-11.parquet,2019,11,True,19743,True,True,True,
l2,data/l2/year=2019/month=12/features-2019-12.parquet,2019,12,True,20567,True,True,True,
l2,data/l2/year=2020/month=01/features-2020-01.parquet,2020,01,True,19654,True,True,True,
l2,data/l2/year=2020/month=02/features-2020-02.parquet,2020,02,True,18018,True,True,True,
l2,data/l2/year=2020/month=03/features-2020-03.parquet,2020,03,True,16526,True,True,True,
l2,data/l2/year=2020/month=04/features-2020-04.parquet,2020,04,True,12716,True,True,True,
l2,data/l2/year=2020/month=05/features-2020-05.parquet,2020,05,True,17329,True,True,True,
l2,data/l2/year=2020/month=06/features-2020-06.parquet,2020,06,True,17386,True,True,True,
l2,data/l2/year=2020/month=07/features-2020-07.parquet,2020,07,True,19300,True,True,True,
l2,data/l2/year=2020/month=08/features-2020-08.parquet,2020,08,True,19585,True,True,True,
l2,data/l2/year=2020/month=09/features-2020-09.parquet,2020,09,True,17585,True,True,True,
l2,data/l2/year=2020/month=10/features-2020-10.parquet,2020,10,True,18029,True,True,True,
l2,data/l2/year=2020/month=11/features-2020-11.parquet,2020,11,True,16127,True,True,True,
l2,data/l2/year=2020/month=12/features-2020-12.parquet,2020,12,True,15712,True,True,True,
l2,data/l2/year=2021/month=01/features-2021-01.parquet,2021,01,True,15927,True,True,True,
l2,data/l2/year=2021/month=02/features-2021-02.parquet,2021,02,True,12817,True,True,True,
l2,data/l2/year=2021/month=03/features-2021-03.parquet,2021,03,True,15647,True,True,True,
l2,data/l2/year=2021/month=04/features-2021-04.parquet,2021,04,True,15195,True,True,True,
l2,data/l2/year=2021/month=05/features-2021-05.parquet,2021,05,True,17425,True,True,True,
l2,data/l2/year=2021/month=06/features-2021-06.parquet,2021,06,True,18421,True,True,True,
l2,data/l2/year=2021/month=07/features-2021-07.parquet,2021,07,True,18787,True,True,True,
l2,data/l2/year=2021/month=08/features-2021-08.parquet,2021,08,True,18100,True,True,True,
l2,data/l2/year=2021/month=09/features-2021-09.parquet,2021,09,True,18837,True,True,True,
l2,data/l2/year=2021/month=10/features-2021-10.parquet,2021,10,True,18839,True,True,True,
l2,data/l2/year=2021/month=11/features-2021-11.parquet,2021,11,True,16834,True,True,True,
l2,data/l2/year=2021/month=12/features-2021-12.parquet,2021,12,True,16045,True,True,True,
l2,data/l2/year=2022/month=01/features-2022-01.parquet,2022,01,True,15320,True,True,True,
l2,data/l2/year=2022/month=02/features-2022-02.parquet,2022,02,True,14909,True,True,True,
l2,data/l2/year=2022/month=03/features-2022-03.parquet,2022,03,True,17930,True,True,True,
l2,data/l2/year=2022/month=04/features-2022-04.parquet,2022,04,True,17754,True,True,True,
l2,data/l2/year=2022/month=05/features-2022-05.parquet,2022,05,True,19898,True,True,True,
l2,data/l2/year=2022/month=06/features-2022-06.parquet,2022,06,True,20437,True,True,True,
l2,data/l2/year=2022/month=07/features-2022-07.parquet,2022,07,True,21897,True,True,True,
l2,data/l2/year=2022/month=08/features-2022-08.parquet,2022,08,True,21883,True,True,True,
l2,data/l2/year=2022/month=09/features-2022-09.parquet,2022,09,True,21873,True,True,True,
l2,data/l2/year=2022/month=10/features-2022-10.parquet,2022,10,True,22689,True,True,True,
l2,data/l2/year=2022/month=11/features-2022-11.parquet,2022,11,True,20462,True,True,True,
l2,data/l2/year=2022/month=12/features-2022-12.parquet,2022,12,True,19835,True,True,True,
l2,data/l2/year=2023/month=01/features-2023-01.parquet,2023,01,True,21053,True,True,True,
l2,data/l2/year=2023/month=02/features-2023-02.parquet,2023,02,True,18357,True,True,True,
l2,data/l2/year=2023/month=03/features-2023-03.parquet,2023,03,True,20665,True,True,True,
l2,data/l2/year=2023/month=04/features-2023-04.parquet,2023,04,True,20684,True,True,True,
l2,data/l2/year=2023/month=05/features-2023-05.parquet,2023,05,True,22152,True,True,True,
l2,data/l2/year=2023/month=06/features-2023-06.parquet,2023,06,True,22648,True,True,True,
l2,data/l2/year=2023/month=07/features-2023-07.parquet,2023,07,True,23971,True,True,True,
l2,data/l2/year=2023/month=08/features-2023-08.parquet,2023,08,True,24139,True,True,True,
l2,data/l2/year=2023/month=09/features-2023-09.parquet,2023,09,True,22594,True,True,True,
l2,data/l2/year=2023/month=10/features-2023-10.parquet,2023,10,True,23031,True,True,True,
l2,data/l2/year=2023/month=11/features-2023-11.parquet,2023,11,True,21368,True,True,True,
l2,data/l2/year=2023/month=12/features-2023-12.parquet,2023,12,True,20583,True,True,True,
l2,data/l2/year=2024/month=01/features-2024-01.parquet,2024,01,True,19513,True,True,True,
l2,data/l2/year=2024/month=02/features-2024-02.parquet,2024,02,True,19881,True,True,True,
l2,data/l2/year=2024/month=03/features-2024-03.parquet,2024,03,True,20854,True,True,True,
l2,data/l2/year=2024/month=04/features-2024-04.parquet,2024,04,True,20349,True,True,True,
l2,data/l2/year=2024/month=05/features-2024-05.parquet,2024,05,True,22215,True,True,True,
l2,data/l2/year=2024/month=06/features-2024-06.parquet,2024,06,True,23122,True,True,True,
l2,data/l2/year=2024/month=07/features-2024-07.parquet,2024,07,True,24043,True,True,True,
l2,data/l2/year=2024/month=08/features-2024-08.parquet,2024,08,True,22944,True,True,True,
l2,data/l2/year=2024/month=09/features-2024-09.parquet,2024,09,True,22919,True,True,True,
l2,data/l2/year=2024/month=10/features-2024-10.parquet,2024,10,True,22434,True,True,True,
l2,data/l2/year=2024/month=11/features-2024-11.parquet,2024,11,True,19691,True,True,True,
l2,data/l2/year=2024/month=12/features-2024-12.parquet,2024,12,True,19541,True,True,True,
l2,data/l2/year=2025/month=01/features-2025-01.parquet,2025,01,True,18400,True,True,True,
l2,data/l2/year=2025/month=02/features-2025-02.parquet,2025,02,True,16444,True,True,True,
l2,data/l2/year=2025/month=03/features-2025-03.parquet,2025,03,True,19645,True,True,True,
l2,data/l2/year=2025/month=04/features-2025-04.parquet,2025,04,True,19509,True,True,True,
l2,data/l2/year=2025/month=05/features-2025-05.parquet,2025,05,True,20307,True,True,True,
l2,data/l2/year=2025/month=06/features-2025-06.parquet,2025,06,True,20857,True,True,True,
l2,data/l2/year=2025/month=07/features-2025-07.parquet,2025,07,True,22233,True,True,True,
l2,data/l2/year=2025/month=08/features-2025-08.parquet,2025,08,True,13997,True,True,True,
l3,data/l3/res=7/year=2018/month=01/l3-aggregates-7-2018-01.parquet,2018,01,True,3390,,,,7.0
l3,data/l3/res=7/year=2018/month=01/l3-aggregates-7-2018-01-monthly.parquet,2018,01,True,146,,,,7.0
l3,data/l3/res=7/year=2018/month=02/l3-aggregates-7-2018-02-monthly.parquet,2018,02,True,147,,,,7.0
l3,data/l3/res=7/year=2018/month=02/l3-aggregates-7-2018-02.parquet,2018,02,True,3059,,,,7.0
l3,data/l3/res=7/year=2018/month=03/l3-aggregates-7-2018-03.parquet,2018,03,True,3402,,,,7.0
l3,data/l3/res=7/year=2018/month=03/l3-aggregates-7-2018-03-monthly.parquet,2018,03,True,145,,,,7.0
l3,data/l3/res=7/year=2018/month=04/l3-aggregates-7-2018-04-monthly.parquet,2018,04,True,147,,,,7.0
l3,data/l3/res=7/year=2018/month=04/l3-aggregates-7-2018-04.parquet,2018,04,True,3285,,,,7.0
l3,data/l3/res=7/year=2018/month=05/l3-aggregates-7-2018-05-monthly.parquet,2018,05,True,144,,,,7.0
l3,data/l3/res=7/year=2018/month=05/l3-aggregates-7-2018-05.parquet,2018,05,True,3455,,,,7.0
l3,data/l3/res=7/year=2018/month=06/l3-aggregates-7-2018-06-monthly.parquet,2018,06,True,148,,,,7.0
l3,data/l3/res=7/year=2018/month=06/l3-aggregates-7-2018-06.parquet,2018,06,True,3394,,,,7.0
l3,data/l3/res=7/year=2018/month=07/l3-aggregates-7-2018-07.parquet,2018,07,True,3509,,,,7.0
l3,data/l3/res=7/year=2018/month=07/l3-aggregates-7-2018-07-monthly.parquet,2018,07,True,144,,,,7.0
l3,data/l3/res=7/year=2018/month=08/l3-aggregates-7-2018-08.parquet,2018,08,True,3502,,,,7.0
l3,data/l3/res=7/year=2018/month=08/l3-aggregates-7-2018-08-monthly.parquet,2018,08,True,144,,,,7.0
l3,data/l3/res=7/year=2018/month=09/l3-aggregates-7-2018-09.parquet,2018,09,True,3338,,,,7.0
l3,data/l3/res=7/year=2018/month=09/l3-aggregates-7-2018-09-monthly.parquet,2018,09,True,141,,,,7.0
l3,data/l3/res=7/year=2018/month=10/l3-aggregates-7-2018-10.parquet,2018,10,True,3418,,,,7.0
l3,data/l3/res=7/year=2018/month=10/l3-aggregates-7-2018-10-monthly.parquet,2018,10,True,146,,,,7.0
l3,data/l3/res=7/year=2018/month=11/l3-aggregates-7-2018-11.parquet,2018,11,True,3266,,,,7.0
l3,data/l3/res=7/year=2018/month=11/l3-aggregates-7-2018-11-monthly.parquet,2018,11,True,143,,,,7.0
l3,data/l3/res=7/year=2018/month=12/l3-aggregates-7-2018-12.parquet,2018,12,True,3400,,,,7.0
l3,data/l3/res=7/year=2018/month=12/l3-aggregates-7-2018-12-monthly.parquet,2018,12,True,146,,,,7.0
l3,data/l3/res=7/year=2019/month=01/l3-aggregates-7-2019-01-monthly.parquet,2019,01,True,147,,,,7.0
l3,data/l3/res=7/year=2019/month=01/l3-aggregates-7-2019-01.parquet,2019,01,True,3332,,,,7.0
l3,data/l3/res=7/year=2019/month=02/l3-aggregates-7-2019-02.parquet,2019,02,True,3037,,,,7.0
l3,data/l3/res=7/year=2019/month=02/l3-aggregates-7-2019-02-monthly.parquet,2019,02,True,145,,,,7.0
l3,data/l3/res=7/year=2019/month=03/l3-aggregates-7-2019-03.parquet,2019,03,True,3340,,,,7.0
l3,data/l3/res=7/year=2019/month=03/l3-aggregates-7-2019-03-monthly.parquet,2019,03,True,143,,,,7.0
l3,data/l3/res=7/year=2019/month=04/l3-aggregates-7-2019-04.parquet,2019,04,True,3264,,,,7.0
l3,data/l3/res=7/year=2019/month=04/l3-aggregates-7-2019-04-monthly.parquet,2019,04,True,145,,,,7.0
l3,data/l3/res=7/year=2019/month=05/l3-aggregates-7-2019-05.parquet,2019,05,True,3447,,,,7.0
l3,data/l3/res=7/year=2019/month=05/l3-aggregates-7-2019-05-monthly.parquet,2019,05,True,146,,,,7.0
l3,data/l3/res=7/year=2019/month=06/l3-aggregates-7-2019-06.parquet,2019,06,True,3346,,,,7.0
l3,data/l3/res=7/year=2019/month=06/l3-aggregates-7-2019-06-monthly.parquet,2019,06,True,144,,,,7.0
l3,data/l3/res=7/year=2019/month=07/l3-aggregates-7-2019-07-monthly.parquet,2019,07,True,145,,,,7.0
l3,data/l3/res=7/year=2019/month=07/l3-aggregates-7-2019-07.parquet,2019,07,True,3500,,,,7.0
l3,data/l3/res=7/year=2019/month=08/l3-aggregates-7-2019-08-monthly.parquet,2019,08,True,144,,,,7.0
l3,data/l3/res=7/year=2019/month=08/l3-aggregates-7-2019-08.parquet,2019,08,True,3460,,,,7.0
l3,data/l3/res=7/year=2019/month=09/l3-aggregates-7-2019-09-monthly.parquet,2019,09,True,146,,,,7.0
l3,data/l3/res=7/year=2019/month=09/l3-aggregates-7-2019-09.parquet,2019,09,True,3338,,,,7.0
l3,data/l3/res=7/year=2019/month=10/l3-aggregates-7-2019-10-monthly.parquet,2019,10,True,146,,,,7.0
l3,data/l3/res=7/year=2019/month=10/l3-aggregates-7-2019-10.parquet,2019,10,True,3397,,,,7.0
l3,data/l3/res=7/year=2019/month=11/l3-aggregates-7-2019-11-monthly.parquet,2019,11,True,148,,,,7.0
l3,data/l3/res=7/year=2019/month=11/l3-aggregates-7-2019-11.parquet,2019,11,True,3283,,,,7.0
l3,data/l3/res=7/year=2019/month=12/l3-aggregates-7-2019-12-monthly.parquet,2019,12,True,149,,,,7.0
l3,data/l3/res=7/year=2019/month=12/l3-aggregates-7-2019-12.parquet,2019,12,True,3419,,,,7.0
l3,data/l3/res=7/year=2020/month=01/l3-aggregates-7-2020-01.parquet,2020,01,True,3352,,,,7.0
l3,data/l3/res=7/year=2020/month=01/l3-aggregates-7-2020-01-monthly.parquet,2020,01,True,146,,,,7.0
l3,data/l3/res=7/year=2020/month=02/l3-aggregates-7-2020-02.parquet,2020,02,True,3148,,,,7.0
l3,data/l3/res=7/year=2020/month=02/l3-aggregates-7-2020-02-monthly.parquet,2020,02,True,149,,,,7.0
l3,data/l3/res=7/year=2020/month=03/l3-aggregates-7-2020-03-monthly.parquet,2020,03,True,143,,,,7.0
l3,data/l3/res=7/year=2020/month=03/l3-aggregates-7-2020-03.parquet,2020,03,True,3253,,,,7.0
l3,data/l3/res=7/year=2020/month=04/l3-aggregates-7-2020-04-monthly.parquet,2020,04,True,141,,,,7.0
l3,data/l3/res=7/year=2020/month=04/l3-aggregates-7-2020-04.parquet,2020,04,True,3075,,,,7.0
l3,data/l3/res=7/year=2020/month=05/l3-aggregates-7-2020-05-monthly.parquet,2020,05,True,144,,,,7.0
l3,data/l3/res=7/year=2020/month=05/l3-aggregates-7-2020-05.parquet,2020,05,True,3255,,,,7.0
l3,data/l3/res=7/year=2020/month=06/l3-aggregates-7-2020-06.parquet,2020,06,True,3226,,,,7.0
l3,data/l3/res=7/year=2020/month=06/l3-aggregates-7-2020-06-monthly.parquet,2020,06,True,145,,,,7.0
l3,data/l3/res=7/year=2020/month=07/l3-aggregates-7-2020-07-monthly.parquet,2020,07,True,145,,,,7.0
l3,data/l3/res=7/year=2020/month=07/l3-aggregates-7-2020-07.parquet,2020,07,True,3415,,,,7.0
l3,data/l3/res=7/year=2020/month=08/l3-aggregates-7-2020-08.parquet,2020,08,True,3391,,,,7.0
l3,data/l3/res=7/year=2020/month=08/l3-aggregates-7-2020-08-monthly.parquet,2020,08,True,148,,,,7.0
l3,data/l3/res=7/year=2020/month=09/l3-aggregates-7-2020-09.parquet,2020,09,True,3259,,,,7.0
l3,data/l3/res=7/year=2020/month=09/l3-aggregates-7-2020-09-monthly.parquet,2020,09,True,142,,,,7.0
l3,data/l3/res=7/year=2020/month=10/l3-aggregates-7-2020-10.parquet,2020,10,True,3359,,,,7.0
l3,data/l3/res=7/year=2020/month=10/l3-aggregates-7-2020-10-monthly.parquet,2020,10,True,143,,,,7.0
l3,data/l3/res=7/year=2020/month=11/l3-aggregates-7-2020-11.parquet,2020,11,True,3267,,,,7.0
l3,data/l3/res=7/year=2020/month=11/l3-aggregates-7-2020-11-monthly.parquet,2020,11,True,142,,,,7.0
l3,data/l3/res=7/year=2020/month=12/l3-aggregates-7-2020-12-monthly.parquet,2020,12,True,144,,,,7.0
l3,data/l3/res=7/year=2020/month=12/l3-aggregates-7-2020-12.parquet,2020,12,True,3411,,,,7.0
l3,data/l3/res=7/year=2021/month=01/l3-aggregates-7-2021-01-monthly.parquet,2021,01,True,145,,,,7.0
l3,data/l3/res=7/year=2021/month=01/l3-aggregates-7-2021-01.parquet,2021,01,True,3391,,,,7.0
l3,data/l3/res=7/year=2021/month=02/l3-aggregates-7-2021-02-monthly.parquet,2021,02,True,146,,,,7.0
l3,data/l3/res=7/year=2021/month=02/l3-aggregates-7-2021-02.parquet,2021,02,True,2954,,,,7.0
l3,data/l3/res=7/year=2021/month=03/l3-aggregates-7-2021-03.parquet,2021,03,True,3260,,,,7.0
l3,data/l3/res=7/year=2021/month=03/l3-aggregates-7-2021-03-monthly.parquet,2021,03,True,143,,,,7.0
l3,data/l3/res=7/year=2021/month=04/l3-aggregates-7-2021-04.parquet,2021,04,True,3185,,,,7.0
l3,data/l3/res=7/year=2021/month=04/l3-aggregates-7-2021-04-monthly.parquet,2021,04,True,143,,,,7.0
l3,data/l3/res=7/year=2021/month=05/l3-aggregates-7-2021-05.parquet,2021,05,True,3348,,,,7.0
l3,data/l3/res=7/year=2021/month=05/l3-aggregates-7-2021-05-monthly.parquet,2021,05,True,144,,,,7.0
l3,data/l3/res=7/year=2021/month=06/l3-aggregates-7-2021-06-monthly.parquet,2021,06,True,147,,,,7.0
l3,data/l3/res=7/year=2021/month=06/l3-aggregates-7-2021-06.parquet,2021,06,True,3325,,,,7.0
l3,data/l3/res=7/year=2021/month=07/l3-aggregates-7-2021-07.parquet,2021,07,True,3423,,,,7.0
l3,data/l3/res=7/year=2021/month=07/l3-aggregates-7-2021-07-monthly.parquet,2021,07,True,146,,,,7.0
l3,data/l3/res=7/year=2021/month=08/l3-aggregates-7-2021-08-monthly.parquet,2021,08,True,144,,,,7.0
l3,data/l3/res=7/year=2021/month=08/l3-aggregates-7-2021-08.parquet,2021,08,True,3389,,,,7.0
l3,data/l3/res=7/year=2021/month=09/l3-aggregates-7-2021-09-monthly.parquet,2021,09,True,146,,,,7.0
l3,data/l3/res=7/year=2021/month=09/l3-aggregates-7-2021-09.parquet,2021,09,True,3319,,,,7.0
l3,data/l3/res=7/year=2021/month=10/l3-aggregates-7-2021-10-monthly.parquet,2021,10,True,148,,,,7.0
l3,data/l3/res=7/year=2021/month=10/l3-aggregates-7-2021-10.parquet,2021,10,True,3344,,,,7.0
l3,data/l3/res=7/year=2021/month=11/l3-aggregates-7-2021-11-monthly.parquet,2021,11,True,144,,,,7.0
l3,data/l3/res=7/year=2021/month=11/l3-aggregates-7-2021-11.parquet,2021,11,True,3240,,,,7.0
l3,data/l3/res=7/year=2021/month=12/l3-aggregates-7-2021-12.parquet,2021,12,True,3320,,,,7.0
l3,data/l3/res=7/year=2021/month=12/l3-aggregates-7-2021-12-monthly.parquet,2021,12,True,146,,,,7.0
l3,data/l3/res=7/year=2022/month=01/l3-aggregates-7-2022-01-monthly.parquet,2022,01,True,144,,,,7.0
l3,data/l3/res=7/year=2022/month=01/l3-aggregates-7-2022-01.parquet,2022,01,True,3277,,,,7.0
l3,data/l3/res=7/year=2022/month=02/l3-aggregates-7-2022-02.parquet,2022,02,True,3002,,,,7.0
l3,data/l3/res=7/year=2022/month=02/l3-aggregates-7-2022-02-monthly.parquet,2022,02,True,143,,,,7.0
l3,data/l3/res=7/year=2022/month=03/l3-aggregates-7-2022-03.parquet,2022,03,True,3368,,,,7.0
l3,data/l3/res=7/year=2022/month=03/l3-aggregates-7-2022-03-monthly.parquet,2022,03,True,146,,,,7.0
l3,data/l3/res=7/year=2022/month=04/l3-aggregates-7-2022-04.parquet,2022,04,True,3263,,,,7.0
l3,data/l3/res=7/year=2022/month=04/l3-aggregates-7-2022-04-monthly.parquet,2022,04,True,145,,,,7.0
l3,data/l3/res=7/year=2022/month=05/l3-aggregates-7-2022-05.parquet,2022,05,True,3479,,,,7.0
l3,data/l3/res=7/year=2022/month=05/l3-aggregates-7-2022-05-monthly.parquet,2022,05,True,143,,,,7.0
l3,data/l3/res=7/year=2022/month=06/l3-aggregates-7-2022-06-monthly.parquet,2022,06,True,145,,,,7.0
l3,data/l3/res=7/year=2022/month=06/l3-aggregates-7-2022-06.parquet,2022,06,True,3370,,,,7.0
l3,data/l3/res=7/year=2022/month=07/l3-aggregates-7-2022-07-monthly.parquet,2022,07,True,146,,,,7.0
l3,data/l3/res=7/year=2022/month=07/l3-aggregates-7-2022-07.parquet,2022,07,True,3495,,,,7.0
l3,data/l3/res=7/year=2022/month=08/l3-aggregates-7-2022-08.parquet,2022,08,True,3484,,,,7.0
l3,data/l3/res=7/year=2022/month=08/l3-aggregates-7-2022-08-monthly.parquet,2022,08,True,147,,,,7.0
l3,data/l3/res=7/year=2022/month=09/l3-aggregates-7-2022-09-monthly.parquet,2022,09,True,144,,,,7.0
l3,data/l3/res=7/year=2022/month=09/l3-aggregates-7-2022-09.parquet,2022,09,True,3380,,,,7.0
l3,data/l3/res=7/year=2022/month=10/l3-aggregates-7-2022-10-monthly.parquet,2022,10,True,146,,,,7.0
l3,data/l3/res=7/year=2022/month=10/l3-aggregates-7-2022-10.parquet,2022,10,True,3566,,,,7.0
l3,data/l3/res=7/year=2022/month=11/l3-aggregates-7-2022-11.parquet,2022,11,True,3348,,,,7.0
l3,data/l3/res=7/year=2022/month=11/l3-aggregates-7-2022-11-monthly.parquet,2022,11,True,146,,,,7.0
l3,data/l3/res=7/year=2022/month=12/l3-aggregates-7-2022-12.parquet,2022,12,True,3475,,,,7.0
l3,data/l3/res=7/year=2022/month=12/l3-aggregates-7-2022-12-monthly.parquet,2022,12,True,145,,,,7.0
l3,data/l3/res=7/year=2023/month=01/l3-aggregates-7-2023-01-monthly.parquet,2023,01,True,147,,,,7.0
l3,data/l3/res=7/year=2023/month=01/l3-aggregates-7-2023-01.parquet,2023,01,True,3460,,,,7.0
l3,data/l3/res=7/year=2023/month=02/l3-aggregates-7-2023-02-monthly.parquet,2023,02,True,145,,,,7.0
l3,data/l3/res=7/year=2023/month=02/l3-aggregates-7-2023-02.parquet,2023,02,True,3132,,,,7.0
l3,data/l3/res=7/year=2023/month=03/l3-aggregates-7-2023-03-monthly.parquet,2023,03,True,148,,,,7.0
l3,data/l3/res=7/year=2023/month=03/l3-aggregates-7-2023-03.parquet,2023,03,True,3416,,,,7.0
l3,data/l3/res=7/year=2023/month=04/l3-aggregates-7-2023-04.parquet,2023,04,True,3362,,,,7.0
l3,data/l3/res=7/year=2023/month=04/l3-aggregates-7-2023-04-monthly.parquet,2023,04,True,149,,,,7.0
l3,data/l3/res=7/year=2023/month=05/l3-aggregates-7-2023-05.parquet,2023,05,True,3531,,,,7.0
l3,data/l3/res=7/year=2023/month=05/l3-aggregates-7-2023-05-monthly.parquet,2023,05,True,145,,,,7.0
l3,data/l3/res=7/year=2023/month=06/l3-aggregates-7-2023-06.parquet,2023,06,True,3417,,,,7.0
l3,data/l3/res=7/year=2023/month=06/l3-aggregates-7-2023-06-monthly.parquet,2023,06,True,144,,,,7.0
l3,data/l3/res=7/year=2023/month=07/l3-aggregates-7-2023-07.parquet,2023,07,True,3563,,,,7.0
l3,data/l3/res=7/year=2023/month=07/l3-aggregates-7-2023-07-monthly.parquet,2023,07,True,146,,,,7.0
l3,data/l3/res=7/year=2023/month=08/l3-aggregates-7-2023-08-monthly.parquet,2023,08,True,146,,,,7.0
l3,data/l3/res=7/year=2023/month=08/l3-aggregates-7-2023-08.parquet,2023,08,True,3555,,,,7.0
l3,data/l3/res=7/year=2023/month=09/l3-aggregates-7-2023-09.parquet,2023,09,True,3417,,,,7.0
l3,data/l3/res=7/year=2023/month=09/l3-aggregates-7-2023-09-monthly.parquet,2023,09,True,146,,,,7.0
l3,data/l3/res=7/year=2023/month=10/l3-aggregates-7-2023-10.parquet,2023,10,True,3518,,,,7.0
l3,data/l3/res=7/year=2023/month=10/l3-aggregates-7-2023-10-monthly.parquet,2023,10,True,146,,,,7.0
l3,data/l3/res=7/year=2023/month=11/l3-aggregates-7-2023-11-monthly.parquet,2023,11,True,145,,,,7.0
